DateTime,Air temperature | (°C),Pressure | (atm),Wind speed | (m/s),Power generated by system | (MW)
10-01-2019 03:00,0.42,0.991937,10.626,51.5978
10-01-2019 03:00,0.42,0.991937,10.626,51.5978
10-01-2019 03:00,0.42,0.991937,10.626,51.5978
10-01-2019 04:00,-0.001,0.992084,10.876,53.6579
10-01-2019 04:00,-0.001,0.992084,10.876,53.6579
10-01-2019 04:00,-0.001,0.992084,10.876,53.6579
10-01-2019 04:00,-0.001,0.992084,10.876,53.6579
10-01-2019 04:00,-0.001,0.992084,10.876,53.6579
10-01-2019 05:00,-0.752,0.992259,10.284,48.6918
10-01-2019 05:00,-0.752,0.992259,10.284,48.6918
10-01-2019 05:00,-0.752,0.992259,10.284,48.6918
10-01-2019 05:00,-0.752,0.992259,10.284,48.6918
10-01-2019 05:00,-0.752,0.992259,10.284,48.6918
10-01-2019 06:00,-1.13,0.992679,9.356,38.7823
10-01-2019 06:00,-1.13,0.992679,9.356,38.7823
10-01-2019 06:00,-1.13,0.992679,9.356,38.7823
10-01-2019 06:00,-1.13,0.992679,9.356,38.7823
10-01-2019 06:00,-1.13,0.992679,9.356,38.7823
10-01-2019 07:00,-1.692,0.993064,9.072,36.4802
10-01-2019 07:00,-1.692,0.993064,9.072,36.4802
10-01-2019 07:00,-1.692,0.993064,9.072,36.4802
10-01-2019 07:00,-1.692,0.993064,9.072,36.4802
10-01-2019 07:00,-1.692,0.993064,9.072,36.4802
10-01-2019 08:00,-1.441,0.9933,10.081,47.2307
10-01-2019 08:00,-1.441,0.9933,10.081,47.2307
10-01-2019 08:00,-1.441,0.9933,10.081,47.2307
10-01-2019 08:00,-1.441,0.9933,10.081,47.2307
10-01-2019 08:00,-1.441,0.9933,10.081,47.2307
10-01-2019 09:00,-1.287,0.993486,8.99,35.5916
10-01-2019 09:00,-1.287,0.993486,8.99,35.5916
10-01-2019 09:00,-1.287,0.993486,8.99,35.5916
10-01-2019 09:00,-1.287,0.993486,8.99,35.5916
10-01-2019 09:00,-1.287,0.993486,8.99,35.5916
10-01-2019 10:00,-1.739,0.993815,7.948,24.745
10-01-2019 10:00,-1.739,0.993815,7.948,24.745
10-01-2019 10:00,-1.739,0.993815,7.948,24.745
10-01-2019 10:00,-1.739,0.993815,7.948,24.745
10-01-2019 10:00,-1.739,0.993815,7.948,24.745
10-01-2019 11:00,-2.062,0.994096,7.482,20.6538
10-01-2019 11:00,-2.062,0.994096,7.482,20.6538
10-01-2019 11:00,-2.062,0.994096,7.482,20.6538
10-01-2019 11:00,-2.062,0.994096,7.482,20.6538
10-01-2019 11:00,-2.062,0.994096,7.482,20.6538
10-01-2019 12:00,-2.337,0.994362,5.865,8.60736
10-01-2019 12:00,-2.337,0.994362,5.865,8.60736
10-01-2019 12:00,-2.337,0.994362,5.865,8.60736
10-01-2019 12:00,-2.337,0.994362,5.865,8.60736
10-01-2019 12:00,-2.337,0.994362,5.865,8.60736
10-01-2019 13:00,-2.542,0.994551,6.057,10.1864
10-01-2019 13:00,-2.542,0.994551,6.057,10.1864
10-01-2019 13:00,-2.542,0.994551,6.057,10.1864
10-01-2019 13:00,-2.542,0.994551,6.057,10.1864
10-01-2019 13:00,-2.542,0.994551,6.057,10.1864
10-01-2019 14:00,-1.584,0.994714,5.26,5.68939
10-01-2019 14:00,-1.584,0.994714,5.26,5.68939
10-01-2019 14:00,-1.584,0.994714,5.26,5.68939
10-01-2019 14:00,-1.584,0.994714,5.26,5.68939
10-01-2019 14:00,-1.584,0.994714,5.26,5.68939
10-01-2019 15:00,0.638,0.994927,2.938,0
10-01-2019 15:00,0.638,0.994927,2.938,0
10-01-2019 15:00,0.638,0.994927,2.938,0
10-01-2019 15:00,0.638,0.994927,2.938,0
10-01-2019 15:00,0.638,0.994927,2.938,0
10-01-2019 16:00,2.401,0.994982,2.363,0
10-01-2019 16:00,2.401,0.994982,2.363,0
10-01-2019 16:00,2.401,0.994982,2.363,0
10-01-2019 16:00,2.401,0.994982,2.363,0
10-01-2019 16:00,2.401,0.994982,2.363,0
10-01-2019 17:00,3.848,0.994668,1.972,0
10-01-2019 17:00,3.848,0.994668,1.972,0
10-01-2019 17:00,3.848,0.994668,1.972,0
10-01-2019 17:00,3.848,0.994668,1.972,0
10-01-2019 17:00,3.848,0.994668,1.972,0
10-01-2019 18:00,5.199,0.994316,2.309,0
10-01-2019 18:00,5.199,0.994316,2.309,0
10-01-2019 18:00,5.199,0.994316,2.309,0
10-01-2019 18:00,5.199,0.994316,2.309,0
10-01-2019 18:00,5.199,0.994316,2.309,0
10-01-2019 19:00,6.222,0.994023,1.839,0
10-01-2019 19:00,6.222,0.994023,1.839,0
10-01-2019 19:00,6.222,0.994023,1.839,0
10-01-2019 19:00,6.222,0.994023,1.839,0
10-01-2019 19:00,6.222,0.994023,1.839,0
10-01-2019 20:00,6.898,0.993683,1.662,0
10-01-2019 20:00,6.898,0.993683,1.662,0
10-01-2019 20:00,6.898,0.993683,1.662,0
10-01-2019 20:00,6.898,0.993683,1.662,0
10-01-2019 20:00,6.898,0.993683,1.662,0
10-01-2019 21:00,7.149,0.993363,1.962,0
10-01-2019 21:00,7.149,0.993363,1.962,0
10-01-2019 21:00,7.149,0.993363,1.962,0
10-01-2019 21:00,7.149,0.993363,1.962,0
10-01-2019 21:00,7.149,0.993363,1.962,0
10-01-2019 22:00,6.561,0.993075,1.943,0
10-01-2019 22:00,6.561,0.993075,1.943,0
10-01-2019 22:00,6.561,0.993075,1.943,0
10-01-2019 22:00,6.561,0.993075,1.943,0
10-01-2019 22:00,6.561,0.993075,1.943,0
10-01-2019 23:00,3.225,0.992929,2.977,0
10-01-2019 23:00,3.225,0.992929,2.977,0
10-01-2019 23:00,3.225,0.992929,2.977,0
10-01-2019 23:00,3.225,0.992929,2.977,0
10-01-2019 23:00,3.225,0.992929,2.977,0
11-01-2019 00:00,1.744,0.99284,4.247,2.0482
11-01-2019 00:00,1.744,0.99284,4.247,2.0482
11-01-2019 00:00,1.744,0.99284,4.247,2.0482
11-01-2019 00:00,1.744,0.99284,4.247,2.0482
11-01-2019 00:00,1.744,0.99284,4.247,2.0482
11-01-2019 01:00,0.715,0.992758,4.994,4.4834
11-01-2019 01:00,0.715,0.992758,4.994,4.4834
11-01-2019 01:00,0.715,0.992758,4.994,4.4834
11-01-2019 01:00,0.715,0.992758,4.994,4.4834
11-01-2019 01:00,0.715,0.992758,4.994,4.4834
11-01-2019 02:00,0.176,0.992756,5.966,9.44986
11-01-2019 02:00,0.176,0.992756,5.966,9.44986
11-01-2019 02:00,0.176,0.992756,5.966,9.44986
11-01-2019 02:00,0.176,0.992756,5.966,9.44986
11-01-2019 02:00,0.176,0.992756,5.966,9.44986
11-01-2019 03:00,0.25,0.992728,7.502,20.5421
11-01-2019 03:00,0.25,0.992728,7.502,20.5421
11-01-2019 03:00,0.25,0.992728,7.502,20.5421
11-01-2019 03:00,0.25,0.992728,7.502,20.5421
11-01-2019 03:00,0.25,0.992728,7.502,20.5421
11-01-2019 04:00,0.357,0.992551,7.629,21.4817
11-01-2019 04:00,0.357,0.992551,7.629,21.4817
11-01-2019 04:00,0.357,0.992551,7.629,21.4817
11-01-2019 04:00,0.357,0.992551,7.629,21.4817
11-01-2019 04:00,0.357,0.992551,7.629,21.4817
11-01-2019 05:00,0.672,0.992217,8.562,30.2599
11-01-2019 05:00,0.672,0.992217,8.562,30.2599
11-01-2019 05:00,0.672,0.992217,8.562,30.2599
11-01-2019 05:00,0.672,0.992217,8.562,30.2599
11-01-2019 05:00,0.672,0.992217,8.562,30.2599
11-01-2019 06:00,0.471,0.992183,9.015,35.2953
11-01-2019 06:00,0.471,0.992183,9.015,35.2953
11-01-2019 06:00,0.471,0.992183,9.015,35.2953
11-01-2019 06:00,0.471,0.992183,9.015,35.2953
11-01-2019 06:00,0.471,0.992183,9.015,35.2953
11-01-2019 07:00,0.452,0.99228,9.284,37.6518
11-01-2019 07:00,0.452,0.99228,9.284,37.6518
11-01-2019 07:00,0.452,0.99228,9.284,37.6518
11-01-2019 07:00,0.452,0.99228,9.284,37.6518
11-01-2019 07:00,0.452,0.99228,9.284,37.6518
11-01-2019 08:00,0.661,0.992496,9.754,42.6192
11-01-2019 08:00,0.661,0.992496,9.754,42.6192
11-01-2019 08:00,0.661,0.992496,9.754,42.6192
11-01-2019 08:00,0.661,0.992496,9.754,42.6192
11-01-2019 08:00,0.661,0.992496,9.754,42.6192
11-01-2019 09:00,0.322,0.992543,9.003,34.8507
11-01-2019 09:00,0.322,0.992543,9.003,34.8507
11-01-2019 09:00,0.322,0.992543,9.003,34.8507
11-01-2019 09:00,0.322,0.992543,9.003,34.8507
11-01-2019 09:00,0.322,0.992543,9.003,34.8507
11-01-2019 10:00,0.357,0.992636,9.435,38.4385
11-01-2019 10:00,0.357,0.992636,9.435,38.4385
11-01-2019 10:00,0.357,0.992636,9.435,38.4385
11-01-2019 10:00,0.357,0.992636,9.435,38.4385
11-01-2019 10:00,0.357,0.992636,9.435,38.4385
11-01-2019 11:00,0.307,0.992829,9.639,40.7921
11-01-2019 11:00,0.307,0.992829,9.639,40.7921
11-01-2019 11:00,0.307,0.992829,9.639,40.7921
11-01-2019 11:00,0.307,0.992829,9.639,40.7921
11-01-2019 11:00,0.307,0.992829,9.639,40.7921
11-01-2019 12:00,0.35,0.992997,9.929,44.3117
11-01-2019 12:00,0.35,0.992997,9.929,44.3117
11-01-2019 12:00,0.35,0.992997,9.929,44.3117
11-01-2019 12:00,0.35,0.992997,9.929,44.3117
11-01-2019 12:00,0.35,0.992997,9.929,44.3117
11-01-2019 13:00,0.412,0.993159,10.378,49.5936
11-01-2019 13:00,0.412,0.993159,10.378,49.5936
11-01-2019 13:00,0.412,0.993159,10.378,49.5936
11-01-2019 13:00,0.412,0.993159,10.378,49.5936
11-01-2019 13:00,0.412,0.993159,10.378,49.5936
11-01-2019 14:00,1.326,0.993252,10.505,50.9494
11-01-2019 14:00,1.326,0.993252,10.505,50.9494
11-01-2019 14:00,1.326,0.993252,10.505,50.9494
11-01-2019 14:00,1.326,0.993252,10.505,50.9494
11-01-2019 14:00,1.326,0.993252,10.505,50.9494
11-01-2019 15:00,3.938,0.993248,8.139,25.5743
11-01-2019 15:00,3.938,0.993248,8.139,25.5743
11-01-2019 15:00,3.938,0.993248,8.139,25.5743
11-01-2019 15:00,3.938,0.993248,8.139,25.5743
11-01-2019 15:00,3.938,0.993248,8.139,25.5743
11-01-2019 16:00,6.338,0.993058,7.426,19.2377
11-01-2019 16:00,6.338,0.993058,7.426,19.2377
11-01-2019 16:00,6.338,0.993058,7.426,19.2377
11-01-2019 16:00,6.338,0.993058,7.426,19.2377
11-01-2019 16:00,6.338,0.993058,7.426,19.2377
11-01-2019 17:00,8.103,0.992512,8.088,24.3223
11-01-2019 17:00,8.103,0.992512,8.088,24.3223
11-01-2019 17:00,8.103,0.992512,8.088,24.3223
11-01-2019 17:00,8.103,0.992512,8.088,24.3223
11-01-2019 17:00,8.103,0.992512,8.088,24.3223
11-01-2019 18:00,9.477,0.991985,8.218,25.1782
11-01-2019 18:00,9.477,0.991985,8.218,25.1782
11-01-2019 18:00,9.477,0.991985,8.218,25.1782
11-01-2019 18:00,9.477,0.991985,8.218,25.1782
11-01-2019 18:00,9.477,0.991985,8.218,25.1782
11-01-2019 19:00,10.661,0.991553,8.615,28.8906
11-01-2019 19:00,10.661,0.991553,8.615,28.8906
11-01-2019 19:00,10.661,0.991553,8.615,28.8906
11-01-2019 19:00,10.661,0.991553,8.615,28.8906
11-01-2019 19:00,10.661,0.991553,8.615,28.8906
11-01-2019 20:00,11.418,0.991158,9.056,33.74
11-01-2019 20:00,11.418,0.991158,9.056,33.74
11-01-2019 20:00,11.418,0.991158,9.056,33.74
11-01-2019 20:00,11.418,0.991158,9.056,33.74
11-01-2019 20:00,11.418,0.991158,9.056,33.74
11-01-2019 21:00,11.715,0.990792,9.28,35.9562
11-01-2019 21:00,11.715,0.990792,9.28,35.9562
11-01-2019 21:00,11.715,0.990792,9.28,35.9562
11-01-2019 21:00,11.715,0.990792,9.28,35.9562
11-01-2019 21:00,11.715,0.990792,9.28,35.9562
11-01-2019 22:00,11.096,0.990481,8.771,30.9556
11-01-2019 22:00,11.096,0.990481,8.771,30.9556
11-01-2019 22:00,11.096,0.990481,8.771,30.9556
11-01-2019 22:00,11.096,0.990481,8.771,30.9556
11-01-2019 22:00,11.096,0.990481,8.771,30.9556
11-01-2019 23:00,9.165,0.990502,9.785,41.0346
11-01-2019 23:00,9.165,0.990502,9.785,41.0346
11-01-2019 23:00,9.165,0.990502,9.785,41.0346
11-01-2019 23:00,9.165,0.990502,9.785,41.0346
11-01-2019 23:00,9.165,0.990502,9.785,41.0346
12-01-2019 00:00,8.618,0.990624,10.572,49.0502
12-01-2019 00:00,8.618,0.990624,10.572,49.0502
12-01-2019 00:00,8.618,0.990624,10.572,49.0502
12-01-2019 00:00,8.618,0.990624,10.572,49.0502
12-01-2019 00:00,8.618,0.990624,10.572,49.0502
12-01-2019 01:00,8.039,0.990887,12.065,58.311
12-01-2019 01:00,8.039,0.990887,12.065,58.311
12-01-2019 01:00,8.039,0.990887,12.065,58.311
12-01-2019 01:00,8.039,0.990887,12.065,58.311
12-01-2019 01:00,8.039,0.990887,12.065,58.311
12-01-2019 02:00,7.775,0.991154,11.895,57.9277
12-01-2019 02:00,7.775,0.991154,11.895,57.9277
12-01-2019 02:00,7.775,0.991154,11.895,57.9277
12-01-2019 02:00,7.775,0.991154,11.895,57.9277
12-01-2019 02:00,7.775,0.991154,11.895,57.9277
12-01-2019 03:00,7.881,0.991405,12.388,58.5515
12-01-2019 03:00,7.881,0.991405,12.388,58.5515
12-01-2019 03:00,7.881,0.991405,12.388,58.5515
12-01-2019 03:00,7.881,0.991405,12.388,58.5515
12-01-2019 03:00,7.881,0.991405,12.388,58.5515
12-01-2019 04:00,8.286,0.991593,12.141,58.4099
12-01-2019 04:00,8.286,0.991593,12.141,58.4099
12-01-2019 04:00,8.286,0.991593,12.141,58.4099
12-01-2019 04:00,8.286,0.991593,12.141,58.4099
12-01-2019 04:00,8.286,0.991593,12.141,58.4099
12-01-2019 05:00,9.374,0.991241,11.91,57.6709
12-01-2019 05:00,9.374,0.991241,11.91,57.6709
12-01-2019 05:00,9.374,0.991241,11.91,57.6709
12-01-2019 05:00,9.374,0.991241,11.91,57.6709
12-01-2019 05:00,9.374,0.991241,11.91,57.6709
12-01-2019 06:00,9.745,0.991013,12.2,57.987
12-01-2019 06:00,9.745,0.991013,12.2,57.987
12-01-2019 06:00,9.745,0.991013,12.2,57.987
12-01-2019 06:00,9.745,0.991013,12.2,57.987
12-01-2019 06:00,9.745,0.991013,12.2,57.987
12-01-2019 07:00,9.913,0.991121,12.206,57.9642
12-01-2019 07:00,9.913,0.991121,12.206,57.9642
12-01-2019 07:00,9.913,0.991121,12.206,57.9642
12-01-2019 07:00,9.913,0.991121,12.206,57.9642
12-01-2019 07:00,9.913,0.991121,12.206,57.9642
12-01-2019 08:00,9.936,0.991294,11.488,56.0733
12-01-2019 08:00,9.936,0.991294,11.488,56.0733
12-01-2019 08:00,9.936,0.991294,11.488,56.0733
12-01-2019 08:00,9.936,0.991294,11.488,56.0733
12-01-2019 08:00,9.936,0.991294,11.488,56.0733
12-01-2019 09:00,9.784,0.991475,11.377,55.5467
12-01-2019 09:00,9.784,0.991475,11.377,55.5467
12-01-2019 09:00,9.784,0.991475,11.377,55.5467
12-01-2019 09:00,9.784,0.991475,11.377,55.5467
12-01-2019 09:00,9.784,0.991475,11.377,55.5467
12-01-2019 10:00,9.264,0.991627,10.965,52.5799
12-01-2019 10:00,9.264,0.991627,10.965,52.5799
12-01-2019 10:00,9.264,0.991627,10.965,52.5799
12-01-2019 10:00,9.264,0.991627,10.965,52.5799
12-01-2019 10:00,9.264,0.991627,10.965,52.5799
12-01-2019 11:00,8.415,0.991932,10.701,50.2614
12-01-2019 11:00,8.415,0.991932,10.701,50.2614
12-01-2019 11:00,8.415,0.991932,10.701,50.2614
12-01-2019 11:00,8.415,0.991932,10.701,50.2614
12-01-2019 11:00,8.415,0.991932,10.701,50.2614
12-01-2019 12:00,8.471,0.992124,11.557,56.7392
12-01-2019 12:00,8.471,0.992124,11.557,56.7392
12-01-2019 12:00,8.471,0.992124,11.557,56.7392
12-01-2019 12:00,8.471,0.992124,11.557,56.7392
12-01-2019 12:00,8.471,0.992124,11.557,56.7392
12-01-2019 13:00,8.769,0.992182,12.018,57.9607
12-01-2019 13:00,8.769,0.992182,12.018,57.9607
12-01-2019 13:00,8.769,0.992182,12.018,57.9607
12-01-2019 13:00,8.769,0.992182,12.018,57.9607
12-01-2019 13:00,8.769,0.992182,12.018,57.9607
12-01-2019 14:00,9.168,0.992385,10.802,51.3032
12-01-2019 14:00,9.168,0.992385,10.802,51.3032
12-01-2019 14:00,9.168,0.992385,10.802,51.3032
12-01-2019 14:00,9.168,0.992385,10.802,51.3032
12-01-2019 14:00,9.168,0.992385,10.802,51.3032
12-01-2019 15:00,11.043,0.992429,9.021,32.9824
12-01-2019 15:00,11.043,0.992429,9.021,32.9824
12-01-2019 15:00,11.043,0.992429,9.021,32.9824
12-01-2019 15:00,11.043,0.992429,9.021,32.9824
12-01-2019 15:00,11.043,0.992429,9.021,32.9824
12-01-2019 16:00,12.616,0.992314,7.192,16.5162
12-01-2019 16:00,12.616,0.992314,7.192,16.5162
12-01-2019 16:00,12.616,0.992314,7.192,16.5162
12-01-2019 16:00,12.616,0.992314,7.192,16.5162
12-01-2019 16:00,12.616,0.992314,7.192,16.5162
12-01-2019 17:00,14.848,0.992025,6.281,10.6141
12-01-2019 17:00,14.848,0.992025,6.281,10.6141
12-01-2019 17:00,14.848,0.992025,6.281,10.6141
12-01-2019 17:00,14.848,0.992025,6.281,10.6141
12-01-2019 17:00,14.848,0.992025,6.281,10.6141
12-01-2019 18:00,16.433,0.991642,6.357,11.0597
12-01-2019 18:00,16.433,0.991642,6.357,11.0597
12-01-2019 18:00,16.433,0.991642,6.357,11.0597
12-01-2019 18:00,16.433,0.991642,6.357,11.0597
12-01-2019 18:00,16.433,0.991642,6.357,11.0597
12-01-2019 19:00,17.698,0.991266,6.53,11.9787
12-01-2019 19:00,17.698,0.991266,6.53,11.9787
12-01-2019 19:00,17.698,0.991266,6.53,11.9787
12-01-2019 19:00,17.698,0.991266,6.53,11.9787
12-01-2019 19:00,17.698,0.991266,6.53,11.9787
12-01-2019 20:00,18.535,0.990928,6.799,13.842
12-01-2019 20:00,18.535,0.990928,6.799,13.842
12-01-2019 20:00,18.535,0.990928,6.799,13.842
12-01-2019 20:00,18.535,0.990928,6.799,13.842
12-01-2019 20:00,18.535,0.990928,6.799,13.842
12-01-2019 21:00,18.881,0.990514,7.443,18.9198
12-01-2019 21:00,18.881,0.990514,7.443,18.9198
12-01-2019 21:00,18.881,0.990514,7.443,18.9198
12-01-2019 21:00,18.881,0.990514,7.443,18.9198
12-01-2019 21:00,18.881,0.990514,7.443,18.9198
12-01-2019 22:00,17.653,0.990283,7.229,17.1736
12-01-2019 22:00,17.653,0.990283,7.229,17.1736
12-01-2019 22:00,17.653,0.990283,7.229,17.1736
12-01-2019 22:00,17.653,0.990283,7.229,17.1736
12-01-2019 22:00,17.653,0.990283,7.229,17.1736
12-01-2019 23:00,16.194,0.990298,8.249,24.9803
12-01-2019 23:00,16.194,0.990298,8.249,24.9803
12-01-2019 23:00,16.194,0.990298,8.249,24.9803
12-01-2019 23:00,16.194,0.990298,8.249,24.9803
12-01-2019 23:00,16.194,0.990298,8.249,24.9803
13-01-2019 00:00,15.581,0.99028,9.124,33.5314
13-01-2019 00:00,15.581,0.99028,9.124,33.5314
13-01-2019 00:00,15.581,0.99028,9.124,33.5314
13-01-2019 00:00,15.581,0.99028,9.124,33.5314
13-01-2019 00:00,15.581,0.99028,9.124,33.5314
13-01-2019 01:00,15.279,0.99027,9.758,39.8593
13-01-2019 01:00,15.279,0.99027,9.758,39.8593
13-01-2019 01:00,15.279,0.99027,9.758,39.8593
13-01-2019 01:00,15.279,0.99027,9.758,39.8593
13-01-2019 01:00,15.279,0.99027,9.758,39.8593
13-01-2019 02:00,14.767,0.990399,10.007,42.9428
13-01-2019 02:00,14.767,0.990399,10.007,42.9428
13-01-2019 02:00,14.767,0.990399,10.007,42.9428
13-01-2019 02:00,14.767,0.990399,10.007,42.9428
13-01-2019 02:00,14.767,0.990399,10.007,42.9428
13-01-2019 03:00,14.119,0.990371,10.477,48.0922
13-01-2019 03:00,14.119,0.990371,10.477,48.0922
13-01-2019 03:00,14.119,0.990371,10.477,48.0922
13-01-2019 03:00,14.119,0.990371,10.477,48.0922
13-01-2019 03:00,14.119,0.990371,10.477,48.0922
13-01-2019 04:00,13.66,0.99024,10.951,52.5016
13-01-2019 04:00,13.66,0.99024,10.951,52.5016
13-01-2019 04:00,13.66,0.99024,10.951,52.5016
13-01-2019 04:00,13.66,0.99024,10.951,52.5016
13-01-2019 04:00,13.66,0.99024,10.951,52.5016
13-01-2019 05:00,13.235,0.989959,10.744,50.8231
13-01-2019 05:00,13.235,0.989959,10.744,50.8231
13-01-2019 05:00,13.235,0.989959,10.744,50.8231
13-01-2019 05:00,13.235,0.989959,10.744,50.8231
13-01-2019 05:00,13.235,0.989959,10.744,50.8231
13-01-2019 06:00,12.92,0.989886,10.103,44.1753
13-01-2019 06:00,12.92,0.989886,10.103,44.1753
13-01-2019 06:00,12.92,0.989886,10.103,44.1753
13-01-2019 06:00,12.92,0.989886,10.103,44.1753
13-01-2019 06:00,12.92,0.989886,10.103,44.1753
13-01-2019 07:00,12.778,0.989871,10.043,43.5094
13-01-2019 07:00,12.778,0.989871,10.043,43.5094
13-01-2019 07:00,12.778,0.989871,10.043,43.5094
13-01-2019 07:00,12.778,0.989871,10.043,43.5094
13-01-2019 07:00,12.778,0.989871,10.043,43.5094
13-01-2019 08:00,12.77,0.98992,10.261,46.1914
13-01-2019 08:00,12.77,0.98992,10.261,46.1914
13-01-2019 08:00,12.77,0.98992,10.261,46.1914
13-01-2019 08:00,12.77,0.98992,10.261,46.1914
13-01-2019 08:00,12.77,0.98992,10.261,46.1914
13-01-2019 09:00,12.809,0.989887,9.919,42.5927
13-01-2019 09:00,12.809,0.989887,9.919,42.5927
13-01-2019 09:00,12.809,0.989887,9.919,42.5927
